Date,XP,Phone,Weight,Stocks,Crypto,Expenses,Twitch,School,Finance,Prayer,Reading,Sport,Hygiene,Budget
2026-01-07,12,3.0,0.0,5.0,0.0,0.0,0,0,0,0,0,0,0,0
