Date,XP,Phone,Weight,Stocks,Crypto,Expenses,Twitch,School,Finance,Prayer,Reading,Sport,Hygiene,Budget
2026-01-06,50,7.0,0.0,0.43,-1.02,5.4,11,0,1,1,0,1,1,0
